text,label,processed
@SarahFHandley this one looks like it needs much more careful study I'll favourite it for later :-),1,||T|| this one looks like it needs much more careful study I'll favourite it for later ||P||
Why do I need to have a car that functions as a car :(,0,Why do I need to have a car that functions as a car ||N||
"@RoySangwooKim congrats, Roy! :D",1,"||T|| congrats, Roy! ||ExP||"
Why does it have to rain :(,0,Why does it have to rain ||N||
"@Daniel_O_16 Yes, that was hilarious :)",1,"||T|| Yes, that was hilarious ||P||"
@Matt_Dominguez Appreciate the follow :) have you heard of our botanical soaps? :),1,||T|| Appreciate the follow ||P|| have you heard of our botanical soaps? ||P||
oh my gosh traffic :(( I'm hungrrrryyy!!,0,oh my gosh traffic ||N|| ( I'm hungrrryyy!!
"Only one leg on September. So perhaps BB will promote the full album on September :D
http://t.co/ZV1HdZB7Nm",1,Only one leg on September. So perhaps BB will promote the full album on September ||ExP|| ||U||
@RX931 Good afternoon :) I would like to vote for Black Magic by Little Mix &lt;3 Thank you #IAmAMonster #RXTheDailySurveyVotes,1,||T|| Good afternoon ||P|| I would like to vote for Black Magic by Little Mix &lt;3 Thank you #IAmAMonster #RXTheDailySurveyVotes
@sunggyu_ph saw it being rted orig tweet by @/starholicxx :((,0,||T|| saw it being rted orig tweet by @/starholicxx ||N|| (
@Anant10486 @Uber_Pune Share with us the experience of your #Icecream. Also don't forget to participate in #IcecreamMaster. :) Stay Tuned!,1,||T|| ||T|| Share with us the experience of your #Icecream. Also don't forget to participate in #IcecreamMaster. ||P|| Stay Tuned!
"(bot) If you follow me, plz send to me mention. Because I can't notice :(",0,"(bot) If you follow me, plz send to me mention. Because I NOT notice ||N||"
@Playacreep I luv urs too :-),1,||T|| I luv urs too ||P||
got a pay rise….so did the tax man :(,0,got a pay rise….so did the tax man ||N||
FEVER. :-(,0,FEVER. ||N||
@hanpdf like me :),1,||T|| like me ||P||
@PrinceOfRnbZJM please read and reply my dm please.. :),1,||T|| please read and reply my dm please.. ||P||
"At least I think Marrish is happening, not as my others otp's :(",0,"At least I think Marrish is happening, NOT as my others otp's ||N||"
"...... and we have a special offer on this ! RRP £18.99, our price £13.99.....:)",1,"... and we have a special offer on this ! RRP £18.99, our price £13.99... ||P||"
"@feraltwirler 
Doesnt sound appealing   :-(((",0,||T|| Doesnt sound appealing ||N|| ((
2 people are dead :((((((,0,2 people are dead ||N|| (((
@PrincessSGB Please @PrincessSGB :(,0,||T|| Please ||T|| ||N||
@FUDGEMCCANN I won't :),1,||T|| I NOT ||P||
@MyMusicPL super :D,1,||T|| super ||ExP||
@iperfectyonce @justinbieber its my biggest dream can u follow me brooo :((((,0,||T|| ||T|| its my biggest dream can u follow me brooo ||N|| (((
I'm really sad i had the live photo sets in my cart but the shop logged me out :(,0,I'm really sad i had the live photo sets in my cart but the shop logged me out ||N||
@begbie4017 @heathersmusical What a brilliant parent teacher interview!! Finding out those wonderful things about your talented girl!! :)),1,||T|| ||T|| What a brilliant parent teacher interview!! Finding out those wonderful things about your talented girl!! ||P|| )
Need to finish all hws ugh :(,0,Need to finish all hws ugh ||N||
@MariaGM350 Just gonna throw idea at you cause if they're bad it will inspire you to think of something much better.  :-),1,||T|| Just gonna throw idea at you cause if they're bad it will inspire you to think of something much better. ||P||
this is so sad :((((((((,0,this is so sad ||N|| (((
"Always so much fun when 4th hour gets together. :) 

Ending the night with ice cream and Xfiles. 

Content.",1,Always so much fun when 4th hour gets together. ||P|| Ending the night with ice cream and Xfiles. Content.
"@teenpunklou yup, same.. I thought it was going to be on sale at 8 am, and it wnt on sale at 9:30 I bought it at 9:48... :(",0,"||T|| yup, same.. I thought it was going to be on sale at 8 am, and it wnt on sale at 9:30 I bought it at 9:48... ||N||"
@zappygolucky OMG LOVE IT TY ZAP :((((((,0,||T|| OMG LOVE IT TY ZAP ||N|| (((
Bit tired from 3 hours of salsa dancing @LatinMotion last night but definitely worth it. Happy Friday everyone :-),1,Bit tired from 3 hours of salsa dancing ||T|| last night but definitely worth it. Happy Friday everyone ||P||
Six Months to Christmas :-),1,Six Months to Christmas ||P||
"@Julia886 I try not to keep it in the house any more. Used to buy truckloads but not doing miss 13 any favours, so no more :(",0,"||T|| I try NOT to keep it in the house any more. Used to buy truckloads but NOT doing miss 13 any favours, so NOT more ||N||"
"but, i know that i can't :(",0,"but, i know that i NOT ||N||"
@sshawki Premiun feature in the making :() .@jeffweiner #NOTCOOL,0,||T|| Premiun feature in the making ||N|| ) .||T|| #NOTCOOL
"@fivedorkz not really, it's my first ever edit haha :-(",0,"||T|| NOT really, it's my first ever edit haha ||N||"
school in 5 weeks :),1,school in 5 weeks ||P||
@Megalos_K I like your eyes :D,1,||T|| I like your eyes ||ExP||
for gail :) http://t.co/MnYKjgxBpA,1,for gail ||P|| ||U||
Rain rain go away :(,0,Rain rain go away ||N||
NIALL NIWLL NIALL NIALL :(((((( https://t.co/vftOOtSopP,0,NIALL NIWLL NIALL NIALL ||N|| ((( ||U||
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.326
》》》》ＳＥＥ ＭＥ
♛♛♛",0,♛♛♛ 》》》 I LOVE YOU SO MUCH. I BELİEVE THAT HE WİLL FOLLOW. PLEASE FOLLOW ME PLEASE JUSTİN ||T|| ||N|| x15.326 》》》ＳＥＥ ＭＥ ♛♛♛
@amedefu Me  too。。。_:(´ω`」 ∠):_,0,||T|| Me too。。。_ ||N|| ´ω`」 ∠):_
The best thing about driving long distance is listening to the radio :),1,The best thing about driving long distance is listening to the radio ||P||
he looks so good in stripes im :(((( http://t.co/ncKQXJcXGK,0,he looks so good in stripes im ||N|| ((( ||U||
I want an iphone!!! So i could facetime people and take nice pictures cuz this samsung quality sucks  :p,1,I want an iphone!!! So i could facetime people and take nice pictures cuz this samsung quality sucks :p
"@septiancina look we made our final design, hope you like it :) https://t.co/EXt098Yq1b",1,"||T|| look we made our final design, hope you like it ||P|| ||U||"
I've entered to WIN a huge @BlueMicrophones package from @CazuaLLUK &amp; @Marzbargaming :) ENTER HERE: https://t.co/yRlT7jltqP #Giveaway,1,I've entered to WIN a huge ||T|| package from ||T|| &amp; ||T|| ||P|| ENTER HERE: ||U|| #Giveaway
I have been sitting here for an hour:) there is still no doctor here:) I am sitting in a hospital with no doctor:) :) :) :),1,I have been sitting here for an hour ||P|| there is still NOT doctor here ||P|| I am sitting in a hospital with NOT doctor ||P|| ||P|| ||P|| ||P||
"@gazza2209 Hi Gary!Did you have a particular attraction in mind? And a travel date? I can pass your Q onto our supprt team :-) Thanks, Ellie",1,"||T|| Hi Gary!Did you have a particular attraction in mind? And a travel date? I can pass your Q onto our supprt team ||P|| Thanks, Ellie"
"U cant change how people feel about u so dnt try , just live ur life and  be happy :)",1,"U cant change how people feel about u so dnt try , just live ur life and be happy ||P||"
Nextweek :) @zfzar,1,Nextweek ||P|| ||T||
"@chriswiggin3 Chris, that's great to hear :) Due times &amp; reminders are indeed planned, both will be available in the not too distant future!",1,"||T|| Chris, that's great to hear ||P|| Due times &amp; reminders are indeed planned, both will be available in the NOT too distant future!"
@MegAnDrewsGlobe @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),1,||T|| ||T|| thanks for sharing! Enjoy the app! Wishing you a wicked weekend ||P||
"Super traffic, I'm sooo scared :(",0,"Super traffic, I'm sooo scared ||N||"
Should have taken a pic before mrs wong confiscated my art work :(,0,Should have taken a pic before mrs wong confiscated my art work ||N||
@LigiaMonroy don't forget to dream about me :),1,||T|| don't forget to dream about me ||P||
Today's weather sums up how I feel about going to work :( #TGIF,0,Today's weather sums up how I feel about going to work ||N|| #TGIF
Jeremy Kyle is so close to home this morning :(,0,Jeremy Kyle is so close to home this morning ||N||
Hey Juaquin  : V3NZOR99 :) Want to get iPh0ne 6 for FREE? Kindly check my bi0. Thx https://t.co/ETZhxUbtKc,1,Hey Juaquin : V3NZOR99 ||P|| Want to get iPh0ne 6 for FREE? Kindly check my bi0. Thx ||U||
"@Craig_J_Hastie @MassDeception1 uniting oppressed masses can take forever :( look wat happened n afghanistn,war tore it &amp; it ended n s**t.",0,"||T|| ||T|| uniting oppressed masses can take forever ||N|| look wat happened n afghanistn,war tore it &amp; it ended n s**t."
Looking for fun? KIK : thencerest547 #kik #kiksexting #sex #followback #l4l #indiemusic #kikgirl :) http://t.co/PdvQw0QAQq,1,Looking for fun? KIK : thencerest547 #kik #kiksexting #sex #followback #l4l #indiemusic #kikgirl ||P|| ||U||
"@mikerobb Hi there, could you please DM us further info and we'd be happy to help! :)",1,"||T|| Hi there, could you please DM us further info and we'd be happy to help! ||P||"
@guy_interruptd Aw :( *strokes*,0,||T|| Aw ||N|| *strokes*
@nicholin90 Sorry about this Nichola! Glad its back working now :) Always here if you need us. MKa,1,||T|| Sorry about this Nichola! Glad its back working now ||P|| Always here if you need us. MKa
@Shovz92 @Meli_bytes Sorted :D Santorini here we come #Escape,1,||T|| ||T|| Sorted ||ExP|| Santorini here we come #Escape
@FutureBoundEnt @TNPerkins4 I was staring at it for 5 mins trying to find the cynical joke before I realized I was being the cynical one. :),1,||T|| ||T|| I was staring at it for 5 mins trying to find the cynical joke before I realized I was being the cynical one. ||P||
@Manaal_M16 @yusra and perfect thing to pick :) #WSaleLove,1,||T|| ||T|| and perfect thing to pick ||P|| #WSaleLove
@selenagomez baby u tweet some fan during i sleeping i'm so sad :((,0,||T|| baby u tweet some fan during i sleeping i'm so sad ||N|| (
@wittykrushnic don't go :(,0,||T|| don't go ||N||
@sequins_ why????? i find it cute anyways :-(,0,||T|| why??? i find it cute anyways ||N||
I'm so hungry :((,0,I'm so hungry ||N|| (
"@TheAvianFurry Oh dang. That is some zen looking ""outside"" space. Neat :-)",1,"||T|| Oh dang. That is some zen looking ""outside"" space. Neat ||P||"
"@Kellipage17 I've only been a fan of 5SOS since early June last year :( And I really hate that… I get so upset over it.
Not that my parents",0,||T|| I've only been a fan of 5SOS since early June last year ||N|| And I really hate that… I get so upset over it. NOT that my parents
@annnalucz i'm not going :( kailan ba? may tix ka?,0,||T|| i'm NOT going ||N|| kailan ba? may tix ka?
"Finally got down to finishing the long story... But as expected of me, I failed to work at the revamps in the end... :(",0,"Finally got down to finishing the long story... But as expected of me, I failed to work at the revamps in the end... ||N||"
@PatoFer222 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1,||T|| Hi! Would you like an ||T|| concert? Let me know your city and country and I'll start working on it! Thanks ||P||
Hello I need to know something can u fm me on Twitter?? — sure thing :) dm me x http://t.co/W6Dy130BV7,1,Hello I need to know something can u fm me on Twitter?? — sure thing ||P|| dm me x ||U||
"@kwonsoonshine :( tline is totally not the same without you, its so weird i mean i used to see u all the time i go online now i barely see u",0,"||T|| ||N|| tline is totally NOT the same without you, its so weird i mean i used to see u all the time i go online now i barely see u"
@PKMN_Assassin GARRET!!! ❤ :D,1,||T|| GARRET!!! ❤ ||ExP||
@EmilyBett Happyyyyyy Birthdaaaaayyyy! :-),1,||T|| Happyyy Birthdaaayyy! ||P||
@ZaynReport @MakeYouKnowLove what's mean? I don't understand nothing :(,0,||T|| ||T|| what's mean? I don't understand nothing ||N||
@GizmodoUK broken for me :( I really wanted my morning ice cream in the pouring rain... http://t.co/y9waxvQKpg,0,||T|| broken for me ||N|| I really wanted my morning ice cream in the pouring rain... ||U||
@Polished_teeth my favourite too! :) @ciatelondon Cream Soda :),1,||T|| my favourite too! ||P|| ||T|| Cream Soda ||P||
:-( I'm up w no one to talk to. Bye,0,||N|| I'm up w NOT one to talk to. Bye
LONDON Baby!:)) #toptravelcentar #ttctop #lux #luxurytravel #beograd #srbija #travel #putovanja… https://t.co/HJYBWA0N22,1,LONDON Baby! ||P|| ) #toptravelcentar #ttctop #lux #luxurytravel #beograd #srbija #travel #putovanja… ||U||
Sore :D,1,Sore ||ExP||
@sculptorfred You're doing well for a beginner then! Thanks for the follow too. Have a good weekend :),1,||T|| You're doing well for a beginner then! Thanks for the follow too. Have a good weekend ||P||
Feels like winter :( #whereisthesun #summerismissing,0,Feels like winter ||N|| #whereisthesun #summerismissing
Buset :( https://t.co/hQ4y4FKniZ,0,Buset ||N|| ||U||
I want my free @UberUK ice cream! :-( http://t.co/2BHfR9BU26,0,I want my free ||T|| ice cream! ||N|| ||U||
"Raining on me today :( 

Gym it is then 💪🏻🐒",0,Raining on me today ||N|| Gym it is then 💪🏻🐒
@cynthiariojas_ :( I did that once and I got grounded BC they think if I do that I sneak people in,0,||T|| ||N|| I did that once and I got grounded BC they think if I do that I sneak people in
@energybiebers Sigh... :(,0,||T|| Sigh... ||N||
@iamktlpz the movie was different from the book but still!!! ikr tams boses pa lang ni theo ugh :( miss you more!!!,0,||T|| the movie was different from the book but still!!! ikr tams boses pa lang ni theo ugh ||N|| miss you more!!!
@Vanessauhhh he doesn't win any :(,0,||T|| he NOT win any ||N||
Wft.. can't watch the awesome replay!! :-( https://t.co/ChzrqtelPh,0,Wft.. NOT watch the awesome replay!! ||N|| ||U||
Must get ready for that trip to the Limpopo :),1,Must get ready for that trip to the Limpopo ||P||
"@jackshilling Great news, thanks for letting us know :( We hope you have a good weekend!",0,"||T|| Great news, thanks for letting us know ||N|| We hope you have a good weekend!"
@keevacrampton @AineAbbott1998 I always forget to tag ppl:):):),1,||T|| ||T|| I always forget to tag ppl ||P|| ||P|| ||P||
"@walkyourcamera you'll need to manually tweak some php, but yeah :)",1,"||T|| you'll need to manually tweak some php, but yeah ||P||"
How To Get Free Gold In W.O.T.!!! – (No Download) World of Tanks – Easy http://t.co/YC2GbYRCTx ← Click Aqui :D http://t.co/CTuUvDILxr,1,How To Get Free Gold In W.O.T.!!! – (No Download) World of Tanks – Easy ||U|| ← Click Aqui ||ExP|| ||U||
@maicaocampooo I'm really sorry :(,0,||T|| I'm really sorry ||N||
@4JStudios Now you made me really angry and sad ... :( NO NEW BIOMES! ...,0,||T|| Now you made me really angry and sad ... ||N|| NOT NEW BIOMES! ...
Not seeing her for 4 weeks :((,0,NOT seeing her for 4 weeks ||N|| (
@haelic but last time the one was working :( and their fb is gone too? i haven't checked for a long time lol,0,||T|| but last time the one was working ||N|| and their fb is gone too? i haven't checked for a long time lol
Earth 2.0 :)  http://t.co/XqS9UFdwtl,1,Earth 2.0 ||P|| ||U||
"I never removed the Minion from my car and now after 23 days it has run out of batteries! I have no ""Banana's"" :(",0,"I NOT removed the Minion from my car and now after 23 days it has run out of batteries! I have NOT ""Banana's"" ||N||"
@nickgerig Wahahaah. If only :p,1,||T|| Wahahaah. If only :p
choreographing is hard : (,0,choreographing is hard : (
@nicoleezzy halaaaang :( just done crying.,0,||T|| halaaang ||N|| just done crying.
@Wilma2207fWilma haha! Thank you! :) 🍰,1,||T|| haha! Thank you! ||P|| 🍰
@joiredve okayy :D,1,||T|| okayy ||ExP||
i wanna watch paper tOWNS :-((((,0,i wanna watch paper tOWNS ||N|| (((
I want a flipping Belgium waffle thrown in my face :(,0,I want a flipping Belgium waffle thrown in my face ||N||
@avonfvcks ID BE SO GRATEFUL IF YOU GIFTED ME #NotAnApology :-),1,||T|| ID BE SO GRATEFUL IF YOU GIFTED ME #NotAnApology ||P||
@UrstrulyMJ i will surely watch pokiri  1nenokkadine are my all tym favs :-) #BajrangiBhaijaanHighestWeek1 @raman_akshay @urstrulyMahesh,1,||T|| i will surely watch pokiri 1nenokkadine are my all tym favs ||P|| #BajrangiBhaijaanHighestWeek1 ||T|| ||T||
@CorcelEscort your welcome hun :) Thanks for following me!,1,||T|| your welcome hun ||P|| Thanks for following me!
@boyfminseok i like lip balms but i don't like to be compared to those! hmph :-(,0,||T|| i like lip balms but i don't like to be compared to those! hmph ||N||
@RedMakuzawa that would be terrible :(,0,||T|| that would be terrible ||N||
Char im really sick :(( one *font size 8* minion float *font size 12* for the sick kid pls :((,0,Char im really sick ||N|| ( one *font size 8* minion float *font size 12* for the sick kid pls ||N|| (
@JSHUGI we must!!! Hahaha :p,1,||T|| we must!!! Hahaha :p
@ClimateRetweet Thanks for the retweet! :) Make sure to keep in touch for more news of our light bulbs made from corn waste.,1,||T|| Thanks for the retweet! ||P|| Make sure to keep in touch for more news of our light bulbs made from corn waste.
@LAtles49 @HP_Community our exciting news is that it's only 43 days till Hpc party :) x,1,||T|| ||T|| our exciting news is that it's only 43 days till Hpc party ||P|| x
Good morning! : ) http://t.co/mz5RDS96U9,1,Good morning! : ) ||U||
"School's finally out, and only three weeks left until I'm back in San Diego. :)",1,"School's finally out, and only three weeks left until I'm back in San Diego. ||P||"
@kingsheadgford Love that song! :),1,||T|| Love that song! ||P||
ANGRY GRANDPA PLAYS MINECRAFT (ANIMATION) #Minecraft http://t.co/GpGpQV2TTo ← Click Aqui :D http://t.co/HphRTT6IQZ,1,ANGRY GRANDPA PLAYS MINECRAFT (ANIMATION) #Minecraft ||U|| ← Click Aqui ||ExP|| ||U||
"@Wirral_In_It @bevclack @sharpeleven 
Actual LOL!
:)",1,||T|| ||T|| ||T|| Actual LOL! ||P||
"do u use any app to listen to music? if yes, what app? :-) — idownloader http://t.co/L4o5J39UEf",1,"do u use any app to listen to music? if yes, what app? ||P|| — idownloader ||U||"
the aaaAaaAAAAAAh sound kanye makes in hey mama is so cute :(,0,the aaaAaaAAAh sound kanye makes in hey mama is so cute ||N||
@KBaitup oh no.....hope he's okay Karen. If he's like my old dog was he'll just start wagging his bum instead :),1,||T|| oh no...hope he's okay Karen. If he's like my old dog was he'll just start wagging his bum instead ||P||
"@GalagansIsland @Gamerboss Pretty amazing!  What the hell was I doing @ 13, oh yeah playing video games. :)",1,"||T|| ||T|| Pretty amazing! What the hell was I doing @ 13, oh yeah playing video games. ||P||"
"@TroutAmbush I'm at work :(
I can show you once I get home, but during 1.2 I lost my maps by accident and lost my builds",0,"||T|| I'm at work ||N|| I can show you once I get home, but during 1.2 I lost my maps by accident and lost my builds"
@SpazzyTsukihara awww but i was going to ask for a dragon duck with mix of a cheetah :p,1,||T|| awww but i was going to ask for a dragon duck with mix of a cheetah :p
@Baldbuzzard4u :) Our shop opposite you will be open very soon too.,1,||T|| ||P|| Our shop opposite you will be open very soon too.
"@Miss_J_Hart @staffrm well, I'm only on P.41 &amp; 8 pages of notes thus far :-( and I've read twice before",0,"||T|| ||T|| well, I'm only on P.41 &amp; 8 pages of notes thus far ||N|| and I've read twice before"
Oh be :D,1,Oh be ||ExP||
bts was 2 weeks ago :(,0,bts was 2 weeks ago ||N||
its not the same. :(((((,0,its NOT the same. ||N|| (((
@BBCNews @David_Cameron PICK ME PLEASE EMPLOYERS! :) http://t.co/vkKit1XOnT,1,||T|| ||T|| PICK ME PLEASE EMPLOYERS! ||P|| ||U||
@sodakite well... screw those guys! u keep smiling :),1,||T|| well... screw those guys! u keep smiling ||P||
Only done with my first week of work and already got work to do on a weekend :(,0,Only done with my first week of work and already got work to do on a weekend ||N||
@Bett_Homes if only we could :( drive pass your advert everyday going work #determination rosebury will be ours #familyhome,0,||T|| if only we could ||N|| drive pass your advert everyday going work #determination rosebury will be ours #familyhome
"@mrshelenmoon @WeBlogEvents @VelChain @BrightBull @EventopediaUK thanks for the mention, @doaeventprof too of course :)",1,"||T|| ||T|| ||T|| ||T|| ||T|| thanks for the mention, ||T|| too of course ||P||"
@bexmader that means 3am for me in Australia :(((,0,||T|| that means 3am for me in Australia ||N|| ((
@supersarcastiel #BlueSidemenXIX I'd love to win one :)!,1,||T|| #BlueSidemenXIX I'd love to win one ||P|| !
@skyfurry big floofs in your face muahah &gt;:),1,||T|| big floofs in your face muahah &gt; ||P||
Randomly just booked tickets to go #BuckinghamPalace because of @kategarraway @benshephard @GMB but can't wait now :)) should be good,1,Randomly just booked tickets to go #BuckinghamPalace because of ||T|| ||T|| ||T|| but NOT wait now ||P|| ) should be good
@ReddBlock1 @MadridGamesWeek Too far away :(,0,||T|| ||T|| Too far away ||N||
@nnoonlight i missed you :( it was okay. lol. I did nothing. 😂,0,||T|| i missed you ||N|| it was okay. lol. I did nothing. 😂
Ahhhhh last 2 stages to go :(((,0,Ahhh last 2 stages to go ||N|| ((
@dxuntlesslarry fback? :),1,||T|| fback? ||P||
just prettier :) and mine :),1,just prettier ||P|| and mine ||P||
@BeingDoris thank you :) 🍰,1,||T|| thank you ||P|| 🍰
"@cleanupchick Hi, unfortunately, we're unable to locate your original complaint. :( Pls DM us the product details &amp; we'll get back to you.",0,"||T|| Hi, unfortunately, we're unable to locate your original complaint. ||N|| Pls DM us the product details &amp; we'll get back to you."
"@eveh1_1 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
Pray :( https://t.co/T1OVu6r9wT,0,Pray ||N|| ||U||
"@lyndaannew @chimichangauk I msged them and they said 3~5 days for a response, im sticking to chiquitos from now on :) xx",1,"||T|| ||T|| I msged them and they said 3~5 days for a response, im sticking to chiquitos from now on ||P|| xx"
Comfort me. :(,0,Comfort me. ||N||
Thanks for the follows @IPSroofing @FireDoorsDirect @HargreavesInfo @SDSLondon @ForestrallTimbr @stairsupplies @glazingtools @NORclad :),1,Thanks for the follows ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||P||
"It's July 24, 2015 at 01:16AM and that means it's time to give some love to mist45gameplay. :) #ILOVEYOU",1,"It's July 24, 2015 at 01:16AM and that means it's time to give some love to mist45gameplay. ||P|| #ILOVEYOU"
@LoreTam Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1,||T|| Hi! Would you like an ||T|| concert? Let me know your city and country and I'll start working on it! Thanks ||P||
@ReemaBehl @FeminaIndia Which is what I said in my next tweet. The second part of this tweet :),1,||T|| ||T|| Which is what I said in my next tweet. The second part of this tweet ||P||
"@LPearsonSmith @WearEponymous @nafsalon @Kiehls @LindseyKelk @ArranAromatics Thank you, have a lovely weekend! :) xx",1,"||T|| ||T|| ||T|| ||T|| ||T|| ||T|| Thank you, have a lovely weekend! ||P|| xx"
"A very productive day so far :) Happy Days...!!  :) :) but my head is spinning with things, those voices keep calling..!!! Lol 󾌴",1,"A very productive day so far ||P|| Happy Days...!! ||P|| ||P|| but my head is spinning with things, those voices keep calling..!!! Lol 󾌴"
Anchors at sea..:),1,Anchors at sea.. ||P||
#BuyNotAnApologyOniTunes isn't avalible in Denmark :(... Could someone please gift it to me? im frustrated,0,#BuyNotAnApologyOniTunes NOT avalible in Denmark ||N|| ... Could someone please gift it to me? im frustrated
Megan fell asleep already :-(,0,Megan fell asleep already ||N||
@TheKelseeey awhhh ok ok :( see you nalang when class opens!!! Hehe,0,||T|| awhhh ok ok ||N|| see you nalang when class opens!!! Hehe
"Thanks to amazing 4000 Followers on Instagram
If you´re not among them yet,
feel free to connect :-)... http://t.co/ILy03AtJ83",1,"Thanks to amazing 4000 Followers on Instagram If you´re NOT among them yet, feel free to connect ||P|| ... ||U||"
Fotoset: reusful: seems like somebody had fun today :D http://t.co/jay6beUsFd,1,Fotoset: reusful: seems like somebody had fun today ||ExP|| ||U||
.@sajidislam honored to have you here ! :-),1,.||T|| honored to have you here ! ||P||
I just stepped in a puddle :-( &amp; I'm wearing slippers!!,0,I just stepped in a puddle ||N|| &amp; I'm wearing slippers!!
That was the quickest blood test ever but my arm hurts :(,0,That was the quickest blood test ever but my arm hurts ||N||
WHY DADDY WHY YOU CHANGE THE CHANNEL :(,0,WHY DADDY WHY YOU CHANGE THE CHANNEL ||N||
@fvvxkk that's a damn lie :(,0,||T|| that's a damn lie ||N||
@KanchuDarling @VidyutJammwal hey babe i just came across this pic..what is this about? I cant read hindi :(,0,||T|| ||T|| hey babe i just came across this pic..what is this about? I cant read hindi ||N||
@DanielOConnel18 you could say he will have egg on his face :-),1,||T|| you could say he will have egg on his face ||P||
"#HappyBirthdayEmilyBett @emilybett :) Wishing you all the best you beautiful,sweet,talented,amazing… https://t.co/humtC1tr3I",1,"#HappyBirthdayEmilyBett ||T|| ||P|| Wishing you all the best you beautiful,sweet,talented,amazing… ||U||"
"@belittle4u  I may find this very confusing :)
*just a simple wolf*",1,||T|| I may find this very confusing ||P|| *just a simple wolf*
@TheSwapFiles thanks :) @swap002,1,||T|| thanks ||P|| ||T||
"@SophiaMascardo happy trip, keep safe. see you soon :* :(",0,"||T|| happy trip, keep safe. see you soon :* ||N||"
my heart hurts :(,0,my heart hurts ||N||
Nickyyyyyyyyyyyyyyyy wtf did you do ¿ :(,0,Nickyyy wtf did you do ¿ ||N||
@aleeshajulia @IAPI_Updates that is a giant balloon! I want one :),1,||T|| ||T|| that is a giant balloon! I want one ||P||
"@gfcuppatea Morning.  Hope you're keeping well.
Got anything nice planed for the weekend?
Thanks for the follow as well.  :-)",1,||T|| Morning. Hope you're keeping well. Got anything nice planed for the weekend? Thanks for the follow as well. ||P||
@EnRoute2BeFit If people don't have anything postive to say they should keep their opinions to themselves :) Looking good / strong as always,1,||T|| If people don't have anything postive to say they should keep their opinions to themselves ||P|| Looking good / strong as always
Missing that cute someone la!! :(,0,Missing that cute someone la!! ||N||
"@amerazjm FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
@TomParker oh wow!! That is beautiful tom :),1,||T|| oh wow!! That is beautiful tom ||P||
@BroderickDamien you have to get a pace maker? oh no! :(,0,||T|| you have to get a pace maker? oh no! ||N||
@xokristim Thank you so much! :),1,||T|| Thank you so much! ||P||
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.343
》》》》ＳＥＥ ＭＥ
♛♛♛",0,♛♛♛ 》》》 I LOVE YOU SO MUCH. I BELİEVE THAT HE WİLL FOLLOW. PLEASE FOLLOW ME PLEASE JUSTİN ||T|| ||N|| x15.343 》》》ＳＥＥ ＭＥ ♛♛♛
@Uber epic fail on the #UberIceCream page wont even load :-(,0,||T|| epic fail on the #UberIceCream page wont even load ||N||
@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,1,||T|| WHOOP WHOOP! ||P|| #quacketyquack ||U||
@Svg_Brad Congrads !!! Better update your About page on the accomplishment !!! :-) Keep it up...,1,||T|| Congrads !!! Better update your About page on the accomplishment !!! ||P|| Keep it up...
@kawaiinekolaura tuesday :)))))),1,||T|| tuesday ||P|| )))
jgh :( im so effin tired,0,jgh ||N|| im so effin tired
"rt for 5 free follows
; mbf 
; need more mutuals ❤️
; kpop accounts only 
no rt; hahahaokay :(",0,rt for 5 free follows ; mbf ; need more mutuals ❤️ ; kpop accounts only NOT rt; hahahaokay ||N||
Collecting all five teal cards in time but not getting the prize makes me sad. :( #sect #tennunb,0,Collecting all five teal cards in time but NOT getting the prize makes me sad. ||N|| #sect #tennunb
"HELLO! 👊🏻“@YayanijadeEpal: Hi :) 
#TRMDHesitant”",1,HELLO! 👊🏻“||T||: Hi ||P|| #TRMDHesitant”
When things go wrong they go wrong I have broken my manual wheelchair checked if I can get one that fits from NHS and its 26weeks wait :(,0,When things go wrong they go wrong I have broken my manual wheelchair checked if I can get one that fits from NHS and its 26weeks wait ||N||
"@im_soexcited @alamocitycon Btw, about that honeymoon :) These are for you. http://t.co/fVYAV8v0yO",1,"||T|| ||T|| Btw, about that honeymoon ||P|| These are for you. ||U||"
"@gfcakelover No, not yet :( .... but hopefully soon. Fingers crosssed! Are you coming to the @foodiesfestival in #clapham",0,"||T|| No, NOT yet ||N|| ... but hopefully soon. Fingers crosssed! Are you coming to the ||T|| in #clapham"
